title,company,address,desc
"VSP Global - Senior Test Software Engineer, Analytics (AC)/",VSP Global," Rancho Cordova, CA"," https://vspglobal.com/cms/careers/ General Summary With limited supervision, ensure functionality and performance of technology for business delivery. Create high level of quality assurance by creating and enhancing automated testing tools and strategies. Accountable for plan of test strategies, and use/analysis of test metrics Essential Functions Create/define, maintain, plan, and execute an automation test strategy that supports the execution of test plans, test cases and data creation Verify and validate functional, performance and load test requirements of software systems Identify test automation opportunities to be incorporated into the testing cycle in a continuous integration (CI) environment Determine test strategies, and influence future testing direction Design and code more complex automated tests to validate application performance and functionality; write specialized testing tools for use in testing software platform that enhances and extends the automation library framework Read & understand production code and assess changes made to production code to determine test approach. Make or propose changes in order to improve testability of the software; plan changes for automated tests to ease future development process Create and implement test automation strategies/techniques across all systems/platforms Participate in the agile development process, from user stories evaluation and design through testing and rollout to ensure that the product meets business needs and that system and software requirements are verifiable and quantifiable Look for automation, load testing and other streamlined opportunities to be injected into the testing cycle, and perform the necessary modifications; actively participate in code reviews, inspections, and walkthroughs Analyze test results to identify, document, and report root causes for test failures by working with the development team and the defect tracking system Collect metrics and make recommendations to improve product reliability, performance, quality assurance best practices and processes; support the creation/analysis process of testing metrics Job Specifications Typically has the following skills or abilities: Bachelors degree in Computer Science, Computer Engineering, Systems Engineering or other related Engineering discipline or equivalent experience 8 years of experience in related field Strong understanding of software testing methodologies Must have experience programming in one or more of the following: Java, C#, JavaScript, and JQuery Requires advanced knowledge of production language (C#, or Java) Skilled in SQL Demonstrated experience with testing tools, (e.g. Test Director WinRunner, Quick Test Professional, Load Runner/Performance Center, jMeter), including recording and creating advanced scripts Strong experience with use of a defect tracking utility Demonstrated experience testing n-tier architectures and web service architecture Strong experience with and knowledge of QA processes, methodologies, and testing techniques, including negative tests, functional tests, White/Black box tests, automated and manual test processes, test case design, scripting and execution, regression testing, operational readiness tests, etc. Demonstrated experience with issues involved in testing in multi-tier environments Ability to estimate, commit to work deadlines and work in a disciplined software development environment Excellent analytical, problem-solving, process and organizational skills Ability to regularly exercises discretion and independent judgment in the performance of his/her job duties."
Big Data Engineer,Base CRM," Mountain View, CA"," Description Would you like to contribute and learn from passionate people about machine learning and data science and impact hundreds of thousands of businesses around the world with your work? If so, then Base is the place you need to be. Base is one of the Silicon Valleys leading startups and were working hard to revolutionize the way people look at sales productivity. Were looking for an exceptional Big Data Engineer who is eager to work on researching, designing, and implementing new technologies that will provide a solid ground for Data Processing and Machine Learning tools. Making the best of our data sets means nothing short of changing everyday lives of thousands and building the future of business intelligence. Join the dynamically growing Big Data team at Base today! Job Requirements  Strong programming skills in any Object-oriented language Understanding data mining and machine learning algorithms 3-5 years of Java Programming experience with relevant big-data systems engineering 3-5 years of Ruby/Python for data processing (Plus for Ruby proficiency or willingness to become an expert)  Skills that are nice to have:  1-3 years experience with Pig, Hive, Impala or similar. Working experience with Amazon EC2. Working experience with Big Data techniques, including Map/Reduce and NoSQL. Experience with Cassandra and or HBase a plus Working knowledge of underlying Machine Learning concepts from a live project Experience with distributed storage and processing systems (other than Hadoop) Commits to open source projects (Send us a github link to your repository if you have on  What we offer Apply for this position  Fill out my Wufoo form! Fill out my Wufoo form! "
Data Analyst,Prosper," San Francisco, CA"," We are seeking a Data Analyst to join Prospers newly-formed Business Intelligence technology team. The role will report initially to the VP, Business Intelligence and will provide analytic and data support to the Finance, Marketing, Risk, Customer Experience, and Business Operations teams. The ideal candidate must be eager to develop a deep knowledge of the peer to peer lending business. The Data Analysts will be involved in a broad range of projects focused on improving operational efficiency, while maintaining the highest level of client experience. The role requires the use of analytical skills and creativity to mine and improve data, develop meaningful dashboards, and generate reports that keep the business informed on key performance metrics.    Responsibilities  Supports the daily/monthly reporting and data needs of the business teams by creating and maintaining reporting and data access processes. Builds a deep understanding of the business and develops executive and operational dashboards that track KPI and visually expose changes in trend. Understands all the data, knows where to find it and how to use it. Validates the business logic used to transform source data into the data warehouse. Applies analytical skills and data model knowledge to diagnosing production issues. Gathers nuanced requirements and eliminates ambiguity. Converts and synthesizes large amounts of disparate data into actionable insights. Identifies and executes improvements to reporting processes and underlying source data. Develops relationships with business users, developers, DBAs, and data engineers. Documents SQL queries, source data, business process, and KPI definitions. Eagerly tackles ad hoc analysis requests.     Requirements  BS in STEM field 3+ years business intelligence, data mining experience supporting a business function Advanced SQL, Excel, and Tableau skills; eager to learn new languages, reporting tools Proven analytical skills; can problem-solve independently and collaboratively Effectively communicates, in writing and verbally, to both technical and non-technical audiences Enjoys working in a fast-paced, start-up environment; thrives on change Passionate about using data to create business insight    Company Overview Headquartered in San Francisco, California, Prosper is the first Peer-to-Peer lending marketplace. At Prosper, we're changing the world of banking, one peer-to-peer loan at a time. Peer-to-peer lending is still a nascent industry, but Prosper has already changed the way tens of thousands of people access credit and invest their money. Prosper has over $4 billion in loans funded and over 2 million members."
Director of Operational Reporting and Analytics,Blinds.com," Houston, TX"," Duties and Responsibilities:Develop a standardized reporting platform that provides key operational metrics for the Customer Engagement Center to all levels of the enterprise.Develop a robust set of Business Intelligence and analytics applications that enables fast and accurate decision making.Interpret data and reports in a meaningful simple-to-understand way so that everyone understands their meaning and interpretation.Proactively produce contact center insights that can bring in quick wins as well as identify long term trends that affect core strategy & tacticsLead development of workforce optimization models to improve efficiency of labor and economies of scaleHelp develop and prioritize projects that balance profit with Lifetime Value (LTV)Build the capabilities for Operations leaders to create objective success measures in sales, customer service, live-chat, email, face2face, stores and operations support teamStay on the forefront of customer engagement center analytics and technology and explore new technologies for increased conversion, greater LTV and long term successDevelop cause/effect relationship between marketing activities and impact on customer engagement center operations and suggest optimization tactics for improved communication and lower cost per acquisitionActively participate in strategy and operations roadmap discussionsHelp VPs and Directors of Operations define, manage, and publish their individual and team KPIs, while revisiting & evolving them over timePut data and findings into the context of our business functions, goals and objectivesOutwardly communicate the things that matter:Publish operational metrics in a way thats needed for different levels of managementWork with Business Intelligence (BI) to create a reporting and dashboard frameworkInstill trust with business stakeholders through excellent communication skills and reliable insightsComfortably speak about analytical techniques and methodologies to non-technical co-workers Home Depot integration:Develop analytics, reporting, and assist in the creation of strategies around an omni-channel shopping experienceFacilitate process mapping of complex inter-channel transactionsOptimize customer experience using data and analyticsComfortably speak about analytical techniques and methodologies to non-technical co-workersRequirements:A proven builder and leader; not a manager.5 years minimum of experience managing medium/large-scale operations, contact center experience preferredQuantitative related degree (e.g. engineering, finance, statistics), MBA preferredCommunicationLeadership and communication abilities to drive ideas across an organizationClear and concise communicator, accomplished at building consensus without direct authorityAbility to communicate complex analyses in a clear and actionable mannerStrategyAnalytical modeling and the ability to develop/analyze business casesResearch skills, excellent oral and written communication skillsAnalyticsExperienced in developing complex business models leveraging BI tools (i.e. Tableau, Micro-Strategy)CRM and Call Center TechnologiesA passion for curiosity, empirical research and answering hard questions with dataand for uncovering questions with data that the data does not answerRequired High level working competencies include MS Excel, MS Access, MS Project, MS Power Point, SQL, Database ETL tools, OLAP tools, contemporary software IDE, familiarity with principals of object oriented programming (Java or .NET), JavaScript and common libraries, and a fundamental understanding of server architectureWorking EnvironmentOutside of having a state-of-the-art office environment, your primary responsibilities are considered to be clerical/administrative. No pushing or pulling, but you will have to push your team to become better than they ever believed possible! J Our office environment is known to be quirky with lots of cake! The working environment is favorable with appropriate lighting and temperature. If you like to consume high amounts of caffeine, check out Stevebucks in the Blue Star Caf. Your position is sedentary in nature and work is performed in an open, colorful, supportive, office environment. A Blinds.commer must live our four core values of Improving Continuously, Experimenting Without Fear, Being Yourself and Speaking Up, and Enjoying the Ride @ Blinds.com! "
Principal Software Engineer - Data Analytics,Netskope," Los Altos, CA"," About Netskope:  Netskope is the cloud app analytics and policy company. We help people safely use their favorite cloud apps so the business can move fast, with confidence. With a technical team of leading or founding architects and engineers from leading networking and software companies including Juniper, Cisco, Palo Alto Networks, VMWare and McAfee, the company has gone from founding to launch in less than a year. With a tremendous market opportunity in front of us, we are poised to deliver a market-changing product that our customers will love.  Job Duties In this job you will work on the analytics platform. The analytics platform routinely analyzes data at a huge scale to generate unique insights. If you like working with data at Petabyte scale, build RESTful services in your dreams, have a passion for big data this position is for you. In this job you will:  Design and develop the analytics platform Use a distributed NoSQL data store Build analytics engine using Hadoop or similar technologies Build APIs for delivering insights to the UI layer Constantly improve, tune and scale SQL, NoSQL and unstructured data stores Build RESTful web services Work with DevOPS on scaling services   Qualifications/Requirements   10+ years of industry experience building highly scalable cloud services Programming mastery in Python (preferred), C/C++ Experience building RESTful services Experience in using, optimizing and scaling NoSQL data stores such as Mongodb, HBase etc. Experience in building level 2 caches using key value stores such as Redis, memcached etc. Knowledge of JSON, Protobuf encoding formats Experience in using software and hardware based load balancers Experience with open source components like Celery to build scale out services Understanding of big data concepts Mastery over Linux system internals, ability to troubleshoot performance problems using tools like strace Knowledge of virtualization using VMWare, Xen etc. Proponent of TDD a big plus, knowledge of various unit testing frameworks Expert in data structures and algorithms, good knowledge of statistics BS or MS in Computer Science  "
Data Science / Machine Learning Engineer,Base CRM," Mountain View, CA"," Description Data Scientists, Data Engineers and Machine Learning Engineers rejoice! Base is looking for a few talented data scientists/data engineers/machine learning engineers to join our team to work on some really exciting projects. Data Science has never looked so cool and here at Base, weve been working hard to make enterprise computing sexy again. Were building the worlds most user friendly, cross-device, cross-platform, ubiquitous CRM product on the market and need people like you to help us do it! Were looking for passionate, driven individuals who want to join our cause and make a difference in the lives of thousands of sales people. The Data Team at Base is working on leveraging big data and data science to not only make Base more intelligent, but to make us the leading standard in sales productivity. As a Data Scientist/Engineer/Machine Learning Engineer youll be expected to:  Wear three different hats (of varying sizes of course!)  Analysts The ideal candidate should be able to immerse themselves into the product and understand our business and customers so they can tackle any data challenges and effectively communicate these to co-workers and the leadership team Data Engineers You should know your way around big-data infrastructure and be able to pull, process and munge the required data Scientists Top candidates need to have a scientific and rigorous working knowledge of machine learning and have a healthy appetite for continuous learning    Job Requirements  1- 3 years of Machine learning experience (e.g. supervised vs. un-supervised learning, svm, tree-based methods, knn, hmm,crf etc) 1 3 years of Data mining and Algorithms experience (e.g market basket analysis, Knapsacks, max-flow, min-cut algorithms) 3 5 years of experience in at least one of the major programming languages Java/Python/C++ Hands-on experience with data access and manipulation languages like Python/Ruby/Perl, shell scripting and SQL Hands-on experience with statistics packages like R, SAS, Python, RapidMiner Hands-on experience with Hadoop environment and languages SQL/Hive/Pig Time series analysis and Graph mining experience is a plus Experience at a big data or social/web company and/or MS preferred (PhD a plus)    What we offer  Personal responsibility and accountability Choose your own hardware Personal development funds Flexible hours and vacation time Daily catered lunch, fruit and lots of caffeine Relocation help and expenses covered, if need 401(k) matching Employer Sponsored Health Insurance  Apply for this position  Fill out my Wufoo form! Fill out my Wufoo form! "
Senior Big Data Engineer,Trulia," San Francisco, CA"," Project Footprint We are building a personalization platform with real-time consumer behavior tracking capability. We gather massive stream of consumers activity on Trulia's various platforms (web, mobile, push, email, ... ), process them in real-time, profile them, and deliver personalized home searching experience. The project has company-level top priority and bears minimum legacy code (the first line of the code was written in October, 2014 and all founding members are currently active on the project.)   Required qualification: Solid Java programmer who has production-level hands-on experience on Hadoop MapReduce and HBase or Cassandra database.   Examples of previous project experience we are looking for  * ingested large amount of raw data (web logs, web pages, data feeds, ... ) * run Hadoop map reduce jobs to parse them and process them. (simple reporting, machine learning, ...) * loaded the outcome to NoSQL database (HBase / Cassandra) and served them to other applications (live website traffic, other internal tools, ... )   Technologies that would get our attention. * Programming language -- Java (must), Python, Scala, Shell scripting * Batch processing -- Hadoop MapReduce, Cascading/Scalding, Apache Spark  * Stream processing -- Apache Storm, AKKA, Samza, Spark streaming * NoSQL -- HBase, Cassandra, MongoDB, Riak, ...  * Restful web services -- Spring boot, DropWizard, Jersey, Jackson, GSON  * Code/Build/Deployment -- git, hg, svn, maven, sbt, jenkins, bamboo, ...      Why join Trulia? Engineering gets respect! We use the phrase ""we're a tech company that does Real Estate"" to emphasize how important engineering is to the company. Engineering is the department that drives our apps, tools, data, and interfaces forward. This attitude comes not only from the Engineers, but from our CEO and our senior management team. They believe in us, and understand how critical engineering is to Trulias success.  We have awesome problems to solve: The housing market provides a fantastic blend of problems. We need creative people to help us combine the data about every address in America with the soft side of helping people find a home that makes them feel safe, happy, and comfortable. Our data platform is core to our business and is used by many internal stakeholders to leverage our data to do interesting and impactful analysis and allow Trulia to continue to innovate. Our team works to make it as easy and efficient as possible to work with all of this data. While there are many cutting edge open source technologies being built, they often require a lot of hidden engineering to take full advantage of them.   Stability is wonderful: We're that rare company that holds the culture of its startup roots, while blending in the sanity of a regular work schedule with an emphasis on work/life/family balance. Its like this because we worked hard to make it this way.   How we work:  Were over 200 engineers and data engineering is at the heart of our data driven business. We release often, with new features always under development and a strong focus on user experience. Part of the time is spent working on specific new features in collaboration with one or more of the other engineering teams and some time is spent working on strategic infrastructure shared by all.    Perks: - ""Innovation Week"" every quarter - Competitive base salary + employee stock - Full medical, dental, & vision benefits - 401K Program with employer match - Monthly subsidy that can be used towards gym memberships - Flexible Spending Accounts - Commuter Costs allowance - Generous paid time off package - Monthly company paid happy hours and an amazing culture! - People you're happy to see every day - Stocked Kitchens and two kegerators            "
Analytics Engineer,Lattice Engines," Austin, TX"," Description:We are seeking an analytics engineer to join Lattices Professional Services organization. The analytics engineer uses innovative database and analytics technologies to transform business requirements into customized business solutions. The best candidates are those who can think logically and analytically, work as part of a team, learn new concepts quickly, and thrive in a fast-paced and dynamic environment.Responsibilities:Execute data analysis, ETL, and data mining to support customer deploymentsConfigure enterprise data analytics platforms and toolsWork closely with customer delivery teams with mixed backgrounds (business & sales, mathematics & predictive analytics, database & data management)Solve problems arising from dynamic data and changing customer requirementsQualifications:BS degree in a scientific, mathematical, or technical discipline such as physics, math, biological sciences, operations research, economics, or engineeringExperience working with large data sets, either via work experience or a master's degree programDemonstrated ability to learn and master new technologies and conceptsKnowledge of SQL (via SQL Server, MySQL, Oracle, etc.)Experience delivering business insights from data using pivot tables, advanced Excel models, or business intelligence toolsExperience working collaboratively on a team with aggressive deadlinesStrong project and time management, as well as written and communications skillsExperience with a data analysis tool such as SAS, SPSS, R, or Matlab is a plusAbout LatticeLattice is pioneering the market for predictive applications for marketing and sales. Lattice helps companies win more customers by masking complex data science in a suite of easy to use and secure cloud applications. By combining the industrys largest source of external buying signals with a companys internal data and applying proven predictive analytics and machine learning techniques, Lattice increases conversion and win rates by as much as 10 times. Lattice customers include innovative companies of every size, including Dell, DocuSign and SunTrust. Lattice is backed by Sequoia Capital and NEA with headquarters in San Mateo, California, and regional offices in Austin, Boston, New York.We offer a great opportunity to get involved with a high-growth company and be a major contributor to its success. Compensation includes salary, commissions, stock options, and benefits including medical, dental, vision, and 401k."
"Sr. Manager, DMP and Display Analytics",Priceline.com," Norwalk, CT"," The Sr. Manager, DMP and Display Analytics will be responsible for driving and owning the analysis and optimization of online marketing efforts for the best-known travel brand for deals  priceline.com. The focus of this role will be on audience and customer segmentation, targeting, and display campaign optimization and analytics. This position will work with teams across functional areas spanning channel owners, IT, and executive leadership. The goal of this role is to drive business insights and growth strategies through audience management and efficient off-site targeting. Candidates must be comfortable organizing, integrating, and analyzing large datasets using both SQL and big data technologies, as well as working with and leading the improvement of our DMP technology and display advertising stack. Candidates must also be comfortable managing the DMP technology vendor relationship. We look for people who like data and can think strategically to draw out big picture conclusions, correlations, and recommendations from that data.   The ideal candidate will have the following qualities:Enjoy using data to come to actionable conclusionsAble to bridge business and technical domains with an interest/ability to learn new technologies and business modelsExperience with relational databasesDemonstrated expertise with data and analytics (data management, programming, or statistics)Experience developing high quality reportingAbility to clearly develop business cases as neededBe a strong communicator  written and verbal  RequirementsMaster's Degree and 1-2 years experience or Bachelor's degree and 5 years experience.Experience in display advertising/retargeting/ad-tech spaceExperience with and working knowledge of DMP industry and technologyOnline Travel Agency experience a plusExperience using SQLStrong Excel skills"
Senior Software Engineer - Big Data,AIR Worldwide," Boston, MA","    Job ID: 20150108-4742-AC Company Name: AIR Worldwide  Description:   Company Overview AIR Worldwide (AIR), a member of the Verisk Insurance Solutions group at Verisk Analytics, is the scientific leader and most respected provider of risk modeling software and consulting services. AIR founded the catastrophe modeling industry in 1987 and today models the risk from natural catastrophes and terrorism in 90 countries. AIR offers the opportunity to work with advanced technologies, global clients, and hundreds of the most innovative, talented minds in the industry. Position Overview We are looking for talented hands-on Software Engineers to join our Software Development Group and work on this strategic Big Data project. In this position, utilizing the latest Microsoft technologies and development platform, you will design and develop AIRs next generation of core analytical modules using Big Data technologies like Hadoop and MPP. Role and Responsibilities As a key member of the engineering team building distributed and scalable software system, you will contribute to all aspects of the software lifecycle: design, experimentation, implementation and testing. Relevant qualifications are listed below.  Develop and design software systems which are scalable, extensible and distributed Build systems, libraries and frameworks on top of HPC cluster (e.g. Apache Hadoop) Design and implement analytical jobs to support distributed data processing  Qualifications: Knowledge, Skill, and Abilities  Fluency in C# / Java, C++ Strong analytical and communication skills Object-oriented design and programming Multi-threading programming Background in high-performance distributed and parallel computing Experience with Big Data technologies such as MPP, NoSQL, HPCC, Hadoop ecosystem Experience using Microsoft Development platform libraries and tools SQL Server, programming with T-SQL and Microsoft data access technologies Ability to multi-task in a fast-paced team-oriented environment  Education and Training  Minimum 6 years in commercial-grade software development, specializing in backend business logic, frameworks, scalability, distribution and performance aspects of the system B.S. in C.S. M.S. Preferred.  Not accepting 3rd Party resumes at the moment. Verisk Family Companies are Equal Opportunity Employers    Requirements:   Expertise --Software  Education Bachelors (or equivalent work experience)  Job Type Full Time  Location MA-Boston  Years of Experience 5-8 Years       "
"VSP Global - Test Software Engineer, Analytics (AC)/",VSP Global," Rancho Cordova, CA"," https://vspglobal.com/cms/careers/ General Summary With minimal supervision, the Test Engineer will work closely with Software Developers and other QA Specialists in small scrum teams to deliver the highest quality products in a timely and cost-effective manner. The test engineer is responsible for developing and executing comprehensive suites of automated test plans and test cases, maintaining and adding to existing automation framework, continued evaluation of test cases for inclusion in regression, automation for newly integrated features, developing, executing and analyzing the results for load and performance tests, and development of toolsets to augment QA and Development testing. Essential Functions Create, maintain, and execute automated test plans for VSP Global software systems identifying test automation opportunities to be incorporated into the testing cycle Enhance and extend the automation library and framework Write specialized testing tools for use in testing our software platform Build automated tests to validate application performance and functionality Perform whitebox testing and increase code test coverage Possess, maintain, and further develop a thorough understanding of quality assurance practices, automation techniques and tool creation Mentor QA Specialists and other staff members on quality assurance practices, automation techniques and basic load and performance tests Participate in the product development lifecycle, from requirement analysis and design through testing and rollout to ensure that the product meets business needs, and that system and software requirements are verifiable and quantifiable Participate in code reviews, inspections, and walkthroughs Develop detailed test plans, specifications, test cases, and test data sets that validate functional, performance, and load test requirements, and update existing test procedures based on requirement changes and test analysis Analyze test results, and identify, document, and report root causes for test failures by working with the development team and the defect tracking system Provide feedback on a timely basis on project and testing status and any risks foreseen during project execution, as well as assess the confidence in all items tested Support the development of User Acceptance Test Readiness plans, test procedures, and testing Collect metrics and provide status reports on test engineering activities to line and project management Make recommendations to improve product reliability, performance, quality assurance best practices and processes Remain current on new technologies; introduce applicable technology in alignment with VSP goals and for creative solutions Guide change with a focus on optimal outcomes Job Specifications Typically has the following skills or abilities: Bachelors degree in Computer Science, Computer Engineering, Systems Engineering, or other related Engineering discipline, or equivalent experience Five years core experience in testing mid-sized to large enterprise applications, which should include experience in functional specification review, design specification review, and designing test processes/test cases Understanding of software testing methodologies Must have experience programming in one or more of the following, Java, C#, JavaScript and JQuery Must be proficient working with SQL Must have experience creating Microsoft or Nunit unit tests Attention to detail and a strong desire for quality Demonstrated experience with testing tools, (e.g. Test Director WinRunner, Quick Test Professional, Load Runner/Performance Center, jMeter), including recording and creating advanced scripts Experience with use of a defect tracking utility Familiarity with the Software Development Life Cycle (SDLC) Experience with and knowledge of QA processes, methodologies, and testing techniques, including negative tests, functional tests, White/Black box tests, automated and manual test processes, test case design, scripting and execution, regression testing, operational readiness tests, etc. Familiarity with issues involved in testing in multi-tier environments Ability to estimate, commit to work deadlines and work in a disciplined software development environment Excellent analytical, problem-solving, process, time management and organizational skills Excellent verbal and written communication and presentation skills Meet/exceed organizations best practices, expectations, and standards Identify and mitigate risk(s) Demonstrated ability to guide others in regards to team self-management"
Principal Big Data Engineer,Trulia," San Francisco, CA"," Who are we? Trulia was founded in 2005 with the simple idea of making it easier for people to find a home. Today, this remains the core mission of the company, inspiring us to solve big problems and do great work. Trulia is an important part of Zillow Group, which houses a portfolio of the largest and most vibrant real estate and home-related brands. Trulias unique position within Zillow Group provides advantages for engineers who want to make a big impact. We operate like a start-up within a large organization, with the mandate to innovate and build cool, consumer-facing products, while enjoying the benefits and resources that Zillow Group offers. Our engineers are allowed to focus on building products that make it easy and enjoyable to find a place to live, for millions of people. You:  Have MS or PhD in Computer Science. Have minimum 10 years of experience building scalable, high-performance, reliable, highly available and large distributed systems with a high degree of autonomy. Have experience with big data stack. Are able to handle multiple competing priorities in an agile, fast-paced environment. Are a great person that willingly collaborates, listens, and cares about your peers as well take pride in coaching & mentoring other engineers.  Examples of previous project experience we are looking for  * ingested large amount of raw data (web logs, web pages, data feeds, ... ) * run Hadoop map reduce jobs to parse them and process them. (simple reporting, machine learning, ...) * loaded the outcome to NoSQL database (HBase / Cassandra) and served them to other applications (live website traffic, other internal tools, ... ) Technologies that would get our attention. * Programming language -- Java (must), Python, Scala, Shell scripting * Batch processing -- Hadoop MapReduce, Cascading/Scalding, Apache Spark  * Stream processing -- Apache Storm, AKKA, Samza, Spark streaming * NoSQL -- HBase, Cassandra, MongoDB, Riak, ...  * Restful web services -- Spring boot, DropWizard, Jersey, Jackson, GSON  * Code/Build/Deployment -- git, hg, svn, maven, sbt, jenkins, bamboo, ...  Why Trulia? Our Culture Trulias culture is one of the companys biggest strengths. At Trulia people treat each other with respect and compassion, together fostering a culture of collaboration, learning, accountability and fun. Theres a commitment to understanding the whole person, helping to create a collegial, trust-driven environment. Our Innovation Trulias growth and success as a company is a result of its culture of innovation. Many ideas are created organically, during day-to-day work, and our engineers have a process for capturing them in a central system and vetting them as a team. One of the most popular institutions within the company is Innovation Week, a company-wide week devoted to experimenting with new ideas each quarter. During Innovation Week, any employee can pitch to the larger team their ideas and recruit people to build it. Dozens of products, services, ideas and features have come to life as a result of Innovation Week. Our Perks/Benefits  Comprehensive Medical/Dental/Vision 401K Match DTO (Discretionary Time Off) - Take time when you need it! $40/month gym reimbursement - Go work it out! Weekly happy hours - Cheers! Dog friendly office  Adopt a new friend and bring him/her to work! All expenses paid trip to Seattle for the company Christmas party (with +1!) All company trip every summer to an exciting local destination! Over $200 in commuter benefits per month Ping pong, shuffleboard, espresso machine + kegs on tap 24/7 Mind, body, spirit day  take a full day off to press the reset button! All employees take this day to enjoy Trulia sponsored fitness events (hiking, biking, Soul Cycle, boot camp), healthy food, massages!   "
"Advanced Technology Engineer: Connected Vehicle, Big Data and Machine Learning - Mountain View - NA",BMW of North America, United States,"   As an independent group of companies, the BMW Group has a commitment to creativity and breakthrough ideas that goes well beyond the racetrack. In order to continuously create ultimate driving machines, we drive our growth and design excellence by staffing our teams with individuals who are innovative and always looking for the next great idea. If you share our vision and view yourself as an independent, creative thinker, we invite you to join our team in this exceptional role located in Mountain View, CA.   The Advanced Technology Engineer works directly with engineers at BMW AG in Munich and external partners at companies in the US to research automotive functions and features of the future. Employee will need to be responsive to both internal needs and external opportunities as starting points for their projects on software and systems that prototype and demonstrate how to use and aggregate data from our fleet and other sources to enable new customer features or derive valuable insights. He/she realizes technology-driven applications by independently scanning the marketplace for innovative technologies which could be useful for automotive applications. The incumbent will also develop new software algorithms & systems and visualize these ideas through a sequence of rapid prototyping steps into software . The Advanced Technology Engineer develops novel automotive features (software & hardware) based on identified emerging technology and independently builds, tests and integrates various prototypes. Join the team at BMW of North America and enjoy a high-performance employment package which includes:   Company paid Medical, Dental & Vision Insurance Employee car program 401(k) Savings Plan Retirement Income Account What are you waiting for...jump into the driver's seat and apply for the Advanced Technology Engineer today!    Minimum Requirements:  Bachelors degree in Computer Science, Computer/Electrical Engineering or related field of study. 2-3 years of previous experience in BigData, data analysis, and machine learning. Prior work experience in one of the following fields:  Big Data infrastructure: hadoop, yam, map/reduce, spark. Machine Learning techniques: linear regression, logistic regression, classification, neural networks. Artificial Intelligence & Machine Learning with respect to Data Science and predictions. Distributed systems of modern vehicles. Real time & embedded systems. Network management/Security. GPGU computing. Demonstrated technical ability through either significant work projects or capstone-level academic coursework. Hands-on implementation of projects. Ability to work independently and effectively with little supervision in a global team environment. Travel per project needs, occasionally internationally. Please make your selection below to apply today!   BMW NA is an EO employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status."
Senior ETL / ELT Data Analyst,LocalEdge," Buffalo, NY"," JOB SUMMARY: This position is responsible for Data Warehouse life cycle enhancements: interpreting reporting requirements and translating those requirements into actionable ETL/ELT, Data Modeling and report enhancements. Must be able to recognize and calculate KPI for business. ESSENTIAL FUNCTIONS:  Works with data analysts and other business users to identify reporting requirements Quickly learn about LocalEdge data and how it relates across all source systems. Develops and designs database models/enhancements as well as ETL/ELT procedures to integrate needed data into existing dimensional data warehouse. Develops and documents data model standards, including forming relevant training materials Identifies inconsistencies with source system data and how it is desired to be reported so as to be able to feed change requests to source systems to facilitate or optimize ultimate reporting from the data warehouse. Participate in process improvement to ensure secure, tight, repeatable deployment from testing to production data warehouse environments. Develops QA checklists and procedures; works with department managers to create policy Effectively manage the balance of current and future needs in data model design Develops reporting and ad-hoc analysis as requested by department Troubleshoots core system related problems received by the Support Desk Works on other system related projects as assigned Performs other related duties as assigned  EDUCATION/EXPERIENCE: A four year degree with a concentration in Computer Science or related field is required, plus eight years experience in a similar role.  KNOWLEDGE/SKILLS: The incumbent/candidate must be a capable communicator that is a well-organized self-starter who can take the initiative to work with minimal supervision to get things done. The candidate must demonstrate a capacity for growth. Extensive ELT/ETL relational/dimensional data modeling and SQL skills are required. Ability to interpret report requirements and translate them into data with the ensuing reports is required. The position requires that the person also be knowledgeable in basic computer skills, and have the ability to use the Microsoft Office suite of products.  Knowledge of WhereScape RED, Yellowfin, Jaspersoft, Salesforce, and SQL Server Analysis Services (SSAS) are all valued, but not required. No agency or Corp to Corp please. About Us: Hearst DMS (Digital Marketing Services) is a 700-person team focused on expanding Hearst Newspapers digital advertising operation into the local business community. We are sales people, marketers, artists, optimizers, technologists, product managers, and more, who share a common ambition to better local businesses and ourselves through hard work and passion for the products we deliver as a team. Careers That Grow We are proud to offer a workplace that propels your career forward. We know the importance of attracting and retaining great talent so we strive to continually nurture the growth of our employees. Here you'll have opportunities to learn from the best and the brightest, explore your professional interests, and take part in specialized training sessions that take your skills to the next level. Culture That Rewards A good culture is hard to find. The best are organic with some support and direction from leadership. Our support comes in the form of six ingredients we look for in new hires and instill in our existing team. We think big. We work hard. We have fun. We value ideas. We speak up. We deliver results. Benefits That Support We offer some world-class benefits to all our employees. Things like medical, dental, and vision coverage. Short and long-term disability. Life insurance. 401k retirement planning. Paid vacations, holidays, and excused absences that are flexible around your schedule. Our benefits package is one more reason why many of our team members have been with us for decades"
